rank,aclj.org,advocate.com,alternet.org,americannews.com,americanthinker.com,billmoyers.com,bizpacreview.com,blackamericaweb.com,bluenationreview.com,breitbart.com,charismanews.com,commondreams.org,conservativepost.com,conservativetribune.com,dailycaller.com,dailykos.com,dailysignal.com,democracynow.org,ecowatch.com,forwardprogressives.com,freebeacon.com,globalgrind.com,gopthedailydose.com,grist.org,headlinepolitics.com,hotair.com,ifyouonlynews.com,ijr.com,infowars.com,investors.com,legalinsurrection.com,lgbtqnation.com,libertynews.com,lifenews.com,{lifesitenews.com},lifesitenews.com,lifezette.com,lovebscott.com,madamenoire.com,madworldnews.com,mediamatters.org,mic.com,motherjones.com,nationalreview.com,nation.foxnews.com,newrepublic.com,newsone.com,occupydemocrats.com,pamelageller.com,pjmedia.com,politicususa.com,radio.foxnews.com,redstate.com,reverbpress.com,rightwingwatch.org,{rushlimbaugh.com},rushlimbaugh.com,salon.com,slate.com,sonsoflibertymedia.com,takepart.com,talkingpointsmemo.com,tampabay.com,teaparty.org,theblaze.com,thegatewaypundit.com,thegrio.com,thenation.com,thenewcivilrightsmovement.com,thepoliticalinsider.com,theroot.com,thinkprogress.org,townhall.com,trofire.com,truthdig.com,truth-out.org,twitchy.com,washingtonexaminer.com,{weeklystandard.com},weeklystandard.com,westernjournalism.com,{wnd.com},wnd.com,youngcons.com,terms,tfidf
296,2,1,29,1,119,5,18,0,3,60,4,8,4,9,35,13,19,4,0,2,5,0,3,3,1,14,10,7,9,0,8,0,0,3,0,13,33,0,0,3,8,5,7,99,5,9,0,2,1,11,13,0,33,6,18,0,11,0,16,25,5,8,0,46,12,3,0,0,6,4,0,13,27,4,7,19,0,69,0,27,18,0,76,11,limited_government,0.0197976897485
297,3,0,0,0,3,0,4,0,0,8,2,0,0,2,1,0,6,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,718,0,29,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,0,0,0,1,4,8,0,0,0,1,0,0,2,0,0,0,1,2,0,4,6,0,2,3,aborted_baby_body_parts,0.0197043044195
298,0,11,40,6,34,2,45,10,1,43,8,0,7,43,71,11,0,10,0,3,1,3,6,0,11,7,31,2,20,0,12,2,0,0,0,3,1,10,1,11,49,14,18,24,4,9,5,4,1,9,20,2,33,19,24,0,13,0,26,15,0,34,9,102,30,83,8,1,10,15,9,11,5,7,9,4,13,27,0,18,35,0,54,29,national_enquirer,0.0196809580873
299,0,2,0,1,12,0,104,1,19,86,0,3,0,9,8,4,0,0,0,2,0,3,5,1,1,6,20,0,12,0,1,2,0,11,0,19,1,0,1,1,5,0,1,0,9,0,15,4,4,11,7,0,7,9,0,0,0,0,9,3,0,10,1,74,14,21,7,0,22,21,14,5,23,1,8,5,295,11,0,2,30,0,0,41,july_26_2016,0.0196809580873
300,1,5,1,0,3,0,119,0,0,70,0,11,0,10,27,3,0,0,0,0,1,8,3,0,2,31,5,0,10,0,16,1,0,1,0,17,0,7,2,6,0,0,4,1,4,4,7,2,11,5,7,0,12,5,1,0,0,0,15,0,0,8,0,50,10,43,2,0,9,18,22,0,23,0,0,1,280,4,0,1,31,0,0,31,september_19_2016,0.0196342654228
301,1,18,44,7,31,7,35,7,1,58,17,17,13,38,20,21,5,24,16,2,15,7,9,8,7,18,14,22,12,5,3,16,0,16,0,23,12,6,31,42,18,26,21,20,10,23,18,1,15,14,8,4,13,14,4,0,75,4,104,24,18,14,67,70,22,19,13,8,14,5,23,41,15,3,19,25,8,37,0,16,32,0,23,10,three_hours,0.0196342654228
302,0,1,69,6,54,12,22,0,0,48,5,83,8,27,44,17,6,43,2,8,17,3,8,0,7,11,12,24,46,2,7,3,0,0,0,1,12,0,4,24,63,4,10,39,7,4,5,3,38,15,16,4,21,19,23,0,2,5,20,36,4,15,6,83,21,5,2,22,13,25,1,29,11,7,53,45,4,27,0,18,33,0,57,15,911_attacks,0.0196109190905
303,11,0,17,6,87,0,25,2,0,76,10,4,14,16,25,8,2,12,0,4,14,2,14,0,7,10,5,16,15,0,4,2,0,0,0,0,22,1,0,12,21,5,1,39,11,0,6,1,37,18,3,1,12,3,4,0,18,0,28,30,0,3,0,56,27,4,0,1,3,20,4,6,23,1,4,5,4,20,0,11,24,0,75,24,fort_hood,0.0196109190905
304,0,0,0,3,6,0,42,0,0,10,0,0,2,410,4,0,0,0,0,0,1,0,6,0,0,0,0,0,8,0,1,0,0,1,0,1,0,0,0,13,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,0,16,1,1,0,0,0,18,0,0,13,0,0,0,1,0,0,0,9,0,3,18,democrat_presidential_nominee,0.0195890358622
305,0,6,12,0,17,7,6,0,0,30,30,12,0,6,20,17,3,2,13,4,50,0,3,1,8,13,1,4,17,350,2,0,0,1,0,3,9,0,4,0,23,5,8,17,0,5,0,3,2,2,16,0,4,4,0,0,12,4,48,68,10,1,41,71,6,2,2,0,0,7,0,20,11,6,9,21,1,32,0,6,11,0,13,1,first_quarter,0.019564226426
306,3,0,19,4,38,5,12,0,2,37,25,41,9,42,24,3,5,2,0,4,82,1,15,0,5,12,7,4,29,2,4,1,0,2,0,0,7,2,0,43,10,6,2,9,10,1,2,2,91,30,4,3,9,5,0,0,1,0,6,41,4,4,1,37,20,14,0,17,3,10,2,6,14,1,14,26,7,18,0,2,21,0,39,57,terror_groups,0.0195408800938
307,0,9,42,1,26,4,39,3,2,63,18,13,14,42,38,12,3,0,11,2,8,18,6,4,12,24,25,39,24,18,9,1,2,3,0,0,3,6,17,39,60,59,10,4,4,6,15,0,5,6,15,0,10,28,4,0,13,2,414,37,7,27,1,65,47,19,1,0,14,24,19,12,5,2,11,17,18,16,0,1,70,0,15,45,business_insider,0.0194941874293
308,0,5,26,2,27,10,37,2,2,40,4,34,3,19,67,18,33,4,15,2,45,0,2,6,17,26,10,20,6,1,10,1,1,8,0,7,29,1,1,2,27,28,19,21,2,20,2,2,2,7,9,0,36,11,1,0,3,3,43,4,2,148,3,106,15,11,2,7,15,11,7,37,22,7,6,8,4,62,0,15,61,0,24,20,told_politico,0.0194241484325
309,4,0,3,4,28,0,25,0,1,63,3,4,18,27,127,2,3,0,0,0,42,0,8,0,0,12,0,3,4,0,10,2,0,0,0,2,12,0,0,4,10,2,8,4,9,0,2,2,7,20,2,1,13,0,0,0,6,0,4,5,0,8,6,72,27,0,0,0,0,6,0,1,45,0,3,1,6,101,0,30,60,0,5,15,work-related_emails,0.0194008021003
310,0,12,203,5,50,38,47,10,5,82,11,50,5,36,131,97,1,118,0,31,7,20,7,3,7,11,61,8,24,0,7,4,0,3,0,3,8,4,78,36,15,67,11,58,9,65,48,47,5,14,63,1,10,30,4,0,15,4,59,16,8,35,3,43,28,13,78,22,30,11,151,70,14,14,44,285,18,14,0,5,24,0,27,16,white_supremacy,0.019377455768
311,9,1,3,6,32,0,35,0,7,40,1,0,7,27,47,2,0,7,0,10,24,0,11,0,3,21,1,5,4,1,22,0,0,0,0,0,11,0,0,10,34,0,2,6,22,0,1,3,3,22,2,2,25,0,0,0,7,0,2,9,0,2,2,36,11,6,0,0,3,13,0,0,33,1,3,1,27,211,0,9,32,0,23,13,classified_emails,0.019284070439
312,0,14,77,1,19,19,16,1,1,73,27,45,1,21,55,34,11,7,52,4,21,2,3,33,6,28,17,5,6,0,6,5,0,18,0,18,23,0,14,2,31,1,29,55,10,22,9,0,3,12,13,0,12,12,4,0,1,6,101,19,53,21,39,64,15,13,3,16,6,6,14,93,25,3,21,48,1,111,0,38,33,0,31,17,17_percent,0.019284070439
313,0,17,57,0,26,11,14,1,4,66,34,35,1,28,48,20,4,9,37,1,23,3,2,19,13,30,12,7,9,1,2,5,0,6,0,11,30,1,11,3,8,1,16,54,6,19,27,0,2,7,23,3,17,9,0,0,0,3,76,9,16,20,21,74,13,14,1,8,7,8,10,51,28,6,15,37,3,111,0,34,42,0,26,16,33_percent,0.0192607241068
314,0,8,4,0,11,3,32,1,0,23,9,11,1,16,4,7,2,6,0,0,6,0,3,0,12,18,2,3,13,5,1,11,0,75,0,2,75,1,0,0,3,10,0,3,10,0,3,5,3,3,40,45,10,4,0,0,1,4,2,4,0,55,10,135,25,20,4,4,25,21,4,5,28,2,4,7,1,63,0,22,89,0,16,14,democrat_hillary_clinton,0.0192373777745
315,0,20,36,4,66,12,13,3,2,40,36,33,8,54,45,19,5,9,17,5,22,37,12,25,5,15,9,24,22,33,4,8,1,9,0,18,7,3,34,26,6,17,13,18,4,11,9,4,6,13,15,0,17,21,2,0,1,5,75,57,13,14,26,38,16,4,4,7,11,2,11,48,15,7,22,43,7,35,0,13,24,0,20,63,near_future,0.01919068511
316,0,5,52,0,94,27,19,2,0,36,4,28,1,8,26,35,12,9,0,10,5,0,4,4,5,69,12,1,6,2,4,1,1,0,0,3,33,0,0,4,3,4,9,62,1,21,1,4,1,8,44,2,47,47,2,1,27,9,39,12,0,17,7,77,25,8,2,9,6,5,7,16,47,1,22,28,14,69,0,25,12,0,24,17,electoral_college,0.0191673387778
317,0,6,10,2,10,2,14,6,0,65,12,34,6,29,29,21,10,5,3,3,51,20,0,2,10,13,15,16,9,2,5,10,0,10,0,8,15,3,4,18,0,40,10,16,14,4,44,0,7,8,14,0,9,7,2,0,1,2,38,9,5,47,34,46,43,25,13,1,34,5,16,38,10,27,27,4,7,193,0,13,28,0,29,24,tuesday_evening,0.0191673387778
318,6,8,58,6,45,17,22,0,2,52,6,79,6,50,52,32,11,62,25,2,18,1,11,19,2,19,22,4,11,1,2,1,1,34,0,55,17,0,0,6,32,11,23,36,8,25,4,7,7,8,36,0,23,10,11,0,5,4,55,32,6,50,7,66,9,6,9,14,7,1,2,86,31,19,30,65,2,95,0,17,22,0,7,8,put_forward,0.0191439924455
319,0,3,96,3,72,20,9,0,27,24,1,70,5,13,18,21,10,4,9,1,16,1,2,14,2,52,3,6,3,27,3,0,0,1,0,11,29,0,1,0,18,22,29,102,3,46,2,0,1,23,24,0,39,13,0,0,132,0,127,9,7,41,12,29,4,4,1,19,2,2,6,16,20,0,24,50,3,55,0,41,15,0,17,13,conventional_wisdom,0.0191206461133
320,3,8,56,3,73,25,21,2,1,55,38,24,4,22,24,32,12,33,7,34,17,0,5,5,2,5,33,7,5,6,2,7,0,10,0,13,18,0,1,5,11,9,11,67,8,30,8,2,2,7,20,1,18,33,19,0,8,2,56,48,2,25,11,60,16,14,5,15,25,8,12,25,15,14,28,27,7,59,0,27,37,0,48,19,abraham_lincoln,0.0191206461133
321,0,4,8,0,5,7,2,1,0,10,744,7,0,0,1,6,1,5,0,0,0,3,1,0,0,1,5,2,2,3,3,1,0,1,0,6,1,1,6,2,1,7,0,5,0,9,4,1,1,2,0,0,1,2,0,0,0,0,17,3,4,2,2,5,4,1,2,1,1,0,2,6,0,2,3,4,0,5,0,1,3,0,1,1,strong_sense,0.019097299781
322,1,8,25,1,16,2,22,0,1,68,10,2,3,29,36,6,2,2,0,4,5,0,8,1,7,6,24,6,31,0,2,0,0,12,0,6,3,1,0,16,88,1,9,16,2,4,2,2,5,6,8,0,18,5,12,0,19,6,14,12,2,15,1,148,26,42,1,1,2,18,3,7,4,3,1,2,24,58,0,15,45,0,49,21,drudge_report,0.019097299781
323,0,3,41,10,16,10,26,0,0,45,7,18,10,51,40,22,1,33,8,10,18,0,3,5,6,15,29,5,8,4,1,13,0,3,0,7,39,0,0,10,35,18,21,23,17,9,9,4,0,6,79,11,18,10,4,0,2,12,32,2,0,54,4,61,26,12,6,6,2,13,10,34,35,9,23,14,20,109,0,9,69,0,13,45,first_presidential_debate,0.0190506071165
324,0,2,5,3,46,3,18,0,0,175,1,3,15,18,53,2,20,4,0,0,14,0,20,0,1,4,1,3,6,0,2,1,0,0,0,1,8,0,0,1,6,1,6,21,18,4,0,1,0,21,6,1,10,1,1,0,8,0,5,33,0,6,0,78,0,3,0,0,3,16,0,2,22,0,1,0,3,62,0,4,21,0,74,12,criminal_aliens,0.0190506071165
325,1,3,14,6,51,6,33,0,0,62,3,26,8,34,87,3,3,5,0,1,54,0,4,1,10,27,5,5,4,0,6,1,0,0,0,1,9,0,0,3,43,2,5,36,9,2,2,1,7,10,3,3,14,5,0,0,13,0,11,22,0,7,3,74,8,2,1,2,1,12,0,7,50,2,5,4,20,60,0,5,23,0,24,12,security_clearance,0.0190272607843
326,2,17,49,4,47,27,15,14,1,37,15,33,3,8,50,30,28,18,14,1,15,8,4,13,3,6,11,10,14,136,6,2,0,31,0,29,24,1,6,10,39,21,22,16,5,17,34,2,1,17,11,1,16,6,5,0,8,4,33,17,24,25,24,67,8,10,14,2,8,5,124,40,10,6,15,49,5,54,0,9,23,0,36,9,national_association,0.019003914452
327,0,8,74,1,76,23,14,0,4,84,13,116,3,31,21,17,2,19,5,1,5,0,4,2,12,7,4,1,23,1,0,4,1,2,0,10,33,0,2,5,4,10,13,35,7,17,2,5,11,11,7,1,16,6,6,0,16,0,30,22,0,20,31,72,11,7,2,12,1,133,5,11,11,3,41,41,0,34,0,19,22,0,29,5,political_establishment,0.0189338754553
328,3,15,85,2,39,19,16,8,6,59,15,32,9,13,30,28,10,41,9,4,26,8,5,6,6,12,9,17,6,34,8,21,0,66,0,43,9,4,26,50,26,21,34,25,7,33,7,1,12,10,5,1,10,8,9,0,2,1,101,22,20,15,50,66,15,12,10,9,12,5,25,60,17,3,31,39,4,48,0,21,14,0,27,15,weeks_later,0.0189338754553
329,1,9,9,3,33,4,58,0,1,48,2,1,8,44,22,8,8,6,0,5,22,0,11,0,3,23,3,8,9,0,8,5,0,0,0,3,33,0,0,6,61,3,7,16,23,3,2,12,4,12,4,1,17,3,9,0,2,0,11,26,1,23,3,69,18,11,7,2,4,42,3,10,32,0,4,2,9,70,0,6,55,0,21,24,benghazi_libya,0.0189338754553
330,0,14,44,1,19,5,21,1,2,52,30,29,3,23,32,21,11,6,11,6,42,3,2,9,9,33,12,2,8,1,5,7,0,10,0,8,34,1,7,4,19,0,15,54,6,10,13,0,3,10,15,0,11,8,2,0,0,1,49,15,21,44,22,82,24,5,6,9,9,3,8,43,21,5,18,28,2,118,0,27,57,0,13,9,49_percent,0.018910529123
331,2,17,37,9,28,4,21,31,1,29,8,12,10,16,29,18,5,2,13,3,5,50,6,5,2,2,6,22,3,4,3,22,0,257,0,140,7,18,84,63,3,18,11,10,2,14,23,2,2,16,8,0,9,4,1,0,6,0,54,9,14,3,28,14,11,2,20,6,11,5,29,13,9,4,9,22,0,6,0,1,18,0,10,9,gave_birth,0.018910529123
332,83,4,93,1,90,14,9,1,5,36,26,265,9,16,21,17,11,128,20,1,62,0,8,2,2,8,12,2,23,0,18,7,0,21,0,27,8,0,0,1,15,8,9,44,3,17,0,2,24,17,7,2,5,17,4,0,5,1,39,30,22,3,0,46,8,3,1,23,5,2,0,67,16,5,111,269,2,48,0,22,13,0,33,4,international_law,0.0188871827908
333,0,2,86,3,48,11,53,9,0,56,25,31,15,67,31,70,1,59,0,2,3,28,10,1,6,11,55,52,23,0,9,1,0,1,0,0,1,12,34,33,8,51,23,18,10,16,92,0,2,16,40,7,7,45,11,0,28,0,53,15,16,59,10,11,36,14,58,5,36,13,61,58,11,32,25,36,0,32,0,1,42,0,38,59,dylann_roof,0.0188638364585
334,0,4,5,0,48,5,17,0,2,89,6,2,2,26,29,10,0,10,0,19,6,0,2,0,15,49,15,1,18,4,2,1,0,1,0,4,19,0,0,11,3,3,4,10,5,12,7,1,0,11,13,0,57,13,4,0,27,0,20,18,0,20,2,81,31,17,0,0,4,13,2,5,16,1,2,4,1,65,0,15,55,0,16,19,brokered_convention,0.018817143794
335,2,1,8,6,20,0,27,2,0,108,15,12,9,43,25,3,4,8,0,0,4,0,3,0,3,16,1,35,10,15,3,2,0,0,0,0,5,0,0,33,7,12,4,12,20,0,4,0,38,18,0,9,15,6,1,0,27,0,22,16,0,10,3,20,7,38,1,3,12,9,1,5,15,0,10,1,10,18,0,9,29,0,43,67,syed_farook,0.018817143794
336,1,10,23,7,10,2,43,15,0,77,6,6,13,91,23,24,0,25,1,0,9,30,12,1,9,3,18,23,7,0,3,8,0,15,0,8,2,10,12,214,1,7,1,12,4,6,32,1,25,4,0,0,4,13,0,0,0,0,13,27,9,12,13,15,25,16,41,5,6,7,36,13,6,11,2,12,8,4,0,0,39,0,21,10,police_arrived,0.0187471047973
337,0,19,48,0,25,13,17,2,0,74,37,32,2,18,62,32,8,20,44,3,21,0,1,40,7,34,7,3,5,1,3,3,0,7,0,12,25,1,12,6,13,1,34,51,8,22,18,2,2,11,21,1,15,5,10,0,1,3,100,18,50,22,24,60,9,3,5,8,9,6,20,88,15,6,18,46,1,113,0,43,40,0,19,17,16_percent,0.0187004121328
338,5,11,30,21,17,3,33,13,1,45,41,5,5,36,45,13,8,28,1,3,11,44,5,7,10,8,30,28,8,1,8,6,0,45,0,18,17,16,30,72,6,20,14,17,4,15,26,1,8,2,20,1,7,6,4,0,4,3,51,19,10,19,13,32,26,8,11,2,7,55,22,32,17,4,8,13,2,32,0,10,39,0,9,22,difficult_time,0.0187004121328
339,8,9,31,13,16,5,15,15,1,71,15,11,25,35,24,31,3,51,2,0,3,19,16,0,17,4,8,18,20,0,3,9,0,9,0,9,7,9,9,91,1,19,9,4,0,12,22,1,111,11,3,2,0,5,1,0,1,0,30,35,16,18,18,45,37,31,18,8,4,6,30,24,7,3,14,26,15,7,0,2,19,0,21,24,police_station,0.0186770658005
340,0,39,38,23,13,5,25,55,3,48,22,13,20,40,49,15,2,51,64,0,8,73,46,2,9,6,18,26,23,0,1,17,0,22,0,8,7,20,31,62,11,39,14,3,8,8,111,3,12,9,2,1,5,14,2,0,3,0,32,77,34,31,44,37,45,14,62,3,2,19,78,41,5,7,9,28,7,8,0,2,29,0,34,22,found_dead,0.0186770658005
341,6,1,12,9,37,0,37,0,0,95,10,5,7,44,22,2,5,7,0,0,11,3,7,0,1,31,1,26,12,1,7,2,0,0,0,0,10,0,0,34,17,16,6,16,18,0,6,0,51,16,0,2,7,3,3,0,4,0,26,28,1,12,2,19,8,36,2,2,7,9,4,10,27,1,12,1,6,31,0,2,24,0,32,50,tashfeen_malik,0.018630373136
342,1,21,11,4,11,4,39,11,0,146,28,8,9,20,46,7,10,24,18,2,8,41,10,1,6,17,6,19,8,0,9,9,0,9,0,35,15,11,30,16,11,14,3,2,23,1,46,3,2,7,10,2,4,7,5,0,3,2,5,22,0,6,1,101,18,15,15,3,13,17,20,9,6,6,4,22,11,15,0,3,31,0,26,22,exclusive_interview,0.0185836804715
343,0,2,1,0,0,0,1,2,0,3,1,0,0,7,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,1,0,0,25,0,2,0,0,0,0,0,0,0,0,355,0,0,2,13,0,0,5,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,1,0,0,0,383,1,0,0,0,next_page,0.0185836804715
344,0,5,17,15,46,0,50,10,0,83,3,5,7,75,17,30,0,54,0,1,1,11,44,5,9,1,12,5,11,0,2,3,0,0,0,2,3,7,13,81,22,34,22,24,3,7,19,1,2,18,2,0,0,2,3,0,17,0,12,44,3,9,1,34,24,34,69,14,6,11,32,17,3,4,9,23,12,2,0,6,38,0,22,47,black_panthers,0.0185836804715
345,1,104,28,4,15,1,40,4,9,60,28,10,5,25,35,11,1,43,0,0,13,13,8,0,7,10,22,1,17,0,4,85,0,0,0,2,8,12,6,16,12,63,13,10,8,3,17,25,50,13,2,2,15,17,5,0,6,0,32,13,2,8,85,104,35,39,12,5,47,8,17,14,44,2,16,16,33,24,0,3,32,0,25,32,pulse_nightclub,0.0185836804715
346,0,26,23,0,0,0,148,1,34,114,0,4,0,19,10,11,0,0,0,2,4,6,3,0,2,7,32,0,12,0,11,7,0,4,0,22,1,3,1,2,29,1,17,7,1,1,5,22,7,1,9,3,11,21,0,0,0,0,10,2,0,42,2,28,26,17,11,0,50,3,7,3,22,3,2,0,229,6,0,0,22,0,0,50,july_22_2016,0.018536987807
347,5,0,28,0,89,3,10,0,1,79,26,33,1,9,18,70,0,0,7,2,12,0,2,0,1,73,19,14,4,0,49,0,0,51,0,36,3,0,0,10,458,0,1,57,2,7,0,0,4,12,8,1,13,0,6,0,0,0,11,40,1,6,0,31,13,6,0,7,0,4,1,20,13,7,2,23,0,7,0,30,43,0,16,10,emphasis_added,0.018536987807
348,0,6,55,3,80,17,22,0,0,75,10,81,4,21,45,13,27,70,28,2,15,0,9,16,0,9,9,6,22,0,2,5,0,7,0,7,27,0,4,8,7,7,23,19,2,29,4,1,3,12,6,1,9,6,7,0,7,2,37,27,31,10,10,148,2,16,0,36,1,4,2,111,6,10,48,187,1,39,0,6,6,0,77,10,central_america,0.018536987807
349,0,6,50,4,29,26,29,3,2,51,6,56,5,1,52,22,28,31,38,4,24,1,2,19,2,9,13,9,9,171,4,5,0,2,0,9,11,1,4,4,25,10,23,21,6,17,13,8,4,9,16,6,26,12,4,0,10,3,57,16,38,11,61,70,10,3,0,14,2,12,4,60,24,18,30,61,1,56,0,23,8,0,17,9,2_billion,0.0184902951425
350,3,14,32,6,90,11,12,0,1,79,100,26,29,23,6,1,0,34,0,1,40,0,11,3,7,1,0,3,0,2,49,30,0,3,0,5,10,0,0,9,2,15,5,12,2,8,0,0,54,7,2,0,3,5,0,0,0,0,21,14,4,3,2,33,21,20,0,5,5,7,0,13,12,0,29,19,18,16,0,12,25,0,34,14,tel_aviv,0.0184902951425
351,1,15,64,0,27,12,16,1,3,56,19,51,2,15,47,37,8,16,42,4,35,2,4,20,14,19,14,2,8,0,9,7,0,23,0,18,34,0,9,4,7,1,18,47,5,27,13,0,1,9,21,0,16,13,3,0,0,7,61,11,39,18,21,61,14,5,5,12,3,5,9,88,29,6,21,41,0,120,0,25,40,0,31,12,55_percent,0.0184902951425
352,0,2,10,4,8,2,70,1,11,121,0,4,6,38,95,10,0,6,0,5,39,0,6,0,10,13,30,0,19,0,17,3,0,3,0,0,12,1,0,7,57,0,0,17,2,3,1,2,4,5,33,0,25,10,0,0,0,7,12,10,1,29,0,80,31,8,2,4,0,16,3,21,15,12,9,1,3,0,0,0,82,0,11,15,msnbcs_morning_joe,0.0184902951425
353,0,5,45,17,51,20,43,5,3,42,10,31,8,51,40,29,8,14,16,0,15,3,8,14,7,8,14,6,14,25,1,1,0,11,0,17,11,2,22,59,31,14,15,28,9,12,4,8,13,13,34,1,27,19,9,0,13,1,78,26,16,12,23,42,10,5,6,11,5,12,10,34,26,17,25,49,8,39,0,6,15,0,22,24,taking_advantage,0.0184669488103
354,0,9,139,3,36,6,23,2,14,31,16,14,6,36,29,61,1,3,7,9,6,4,5,4,1,19,46,0,89,3,1,5,0,1,0,2,7,1,6,30,167,16,33,34,5,19,5,10,9,9,73,1,52,46,147,0,9,15,72,40,1,79,2,104,20,12,5,3,13,13,5,85,12,16,23,11,28,28,0,18,14,0,22,14,conspiracy_theory,0.0184202561458
355,1,4,34,4,47,7,22,0,1,42,11,39,3,34,29,21,3,7,4,9,16,1,3,2,3,31,19,24,5,2,7,6,0,8,0,6,39,0,0,5,10,16,17,32,10,14,6,2,1,15,21,2,32,10,0,0,4,1,32,9,1,27,17,68,10,6,3,5,6,19,5,22,29,17,20,11,2,97,0,28,49,0,19,11,recent_polls,0.0183969098135
356,5,10,33,6,52,2,21,0,0,60,3,14,2,21,54,7,22,6,4,0,10,1,9,4,4,24,12,10,3,0,2,4,0,7,0,20,31,1,1,8,40,15,6,61,9,15,0,1,5,10,16,1,30,8,10,0,4,0,79,16,8,28,19,57,13,3,5,11,6,8,3,81,18,6,11,31,4,99,0,32,15,0,24,5,legal_status,0.0183969098135
357,2,20,28,3,35,6,21,3,2,36,14,29,6,38,37,12,21,23,6,1,72,2,11,8,8,11,5,12,13,8,7,10,0,15,0,58,13,0,2,16,17,10,11,14,1,7,10,0,14,9,8,3,7,6,4,0,2,2,38,20,26,28,7,80,23,3,6,5,6,11,8,42,11,8,7,30,4,40,0,17,39,0,27,6,expressed_concern,0.0183969098135
358,151,9,13,2,30,2,9,0,0,38,37,12,7,12,16,11,8,3,0,1,8,0,15,0,4,4,4,5,3,0,5,4,0,9,0,14,14,0,0,77,7,3,1,26,1,14,0,1,60,11,11,0,6,9,7,0,0,0,29,35,3,5,0,33,15,6,0,7,5,3,1,37,12,2,12,8,2,39,0,17,15,0,30,5,religious_minorities,0.0183035244845
359,0,9,42,3,46,5,36,4,1,40,10,23,4,41,36,23,5,11,6,17,12,7,6,2,8,32,39,12,18,4,4,1,0,19,0,11,7,6,16,88,18,44,14,32,2,16,8,11,16,9,7,0,16,15,6,0,4,0,86,28,19,28,21,44,15,8,15,7,20,21,12,51,15,6,16,24,6,41,0,8,31,0,13,31,almost_immediately,0.01825683182
360,1,14,34,10,34,16,35,17,5,32,25,24,6,54,27,27,4,38,4,8,16,15,5,5,8,17,24,16,7,10,6,10,0,13,0,14,8,11,49,90,17,22,14,18,4,15,17,2,10,18,15,3,24,12,2,0,8,5,45,16,8,20,34,33,33,11,19,6,16,11,24,24,20,4,11,24,2,37,0,8,34,0,36,18,walked_away,0.01825683182
361,0,1,0,0,8,0,84,8,11,51,1,2,0,7,29,2,0,0,0,0,5,10,16,11,0,26,1,0,1,0,21,2,0,4,0,17,1,5,2,0,11,4,0,4,2,0,9,1,17,5,10,0,28,3,0,0,0,0,17,3,0,2,0,56,16,33,2,0,38,8,3,1,25,1,3,0,277,4,0,4,11,0,1,14,july_14_2016,0.0181867928232
362,1,15,18,0,0,0,139,0,0,26,0,7,0,16,9,18,1,0,0,0,28,25,9,1,1,18,22,0,12,0,7,0,0,0,0,11,0,1,1,2,20,0,14,0,0,2,7,3,5,0,9,1,9,3,0,0,0,0,6,0,0,21,0,20,6,20,2,0,21,3,7,3,12,2,8,3,304,5,0,6,48,0,0,54,september_8_2016,0.0180467148297
363,0,7,19,7,106,5,16,0,3,65,5,7,18,41,21,6,1,16,0,0,2,0,20,0,8,5,10,4,10,0,5,1,0,0,0,2,11,1,0,43,18,17,8,24,3,7,2,2,27,3,13,2,10,1,19,0,2,0,26,24,2,21,0,54,11,25,1,7,2,24,3,25,17,3,8,13,0,22,0,14,27,0,82,9,muslim_immigrants,0.017976675833
364,13,11,28,4,34,16,20,4,3,60,22,33,7,14,32,15,24,8,13,3,34,5,5,20,8,18,8,15,6,11,6,13,0,23,0,27,19,5,17,26,10,14,17,25,4,14,18,3,5,14,20,0,16,6,5,0,5,2,34,19,7,12,35,30,13,12,6,3,7,7,14,36,25,6,11,29,12,66,0,19,28,0,23,19,top_priority,0.017976675833
365,0,5,12,18,17,0,31,16,0,112,8,3,13,90,64,17,3,2,2,0,11,48,8,1,6,4,12,19,26,0,6,5,0,10,0,6,9,11,20,71,1,11,5,7,5,2,58,3,24,2,6,0,4,10,1,0,0,0,13,14,2,9,5,24,27,19,10,1,3,7,30,29,13,7,4,3,5,10,0,3,40,0,8,25,incident_occurred,0.0179533295007
366,1,12,29,1,10,6,20,0,0,74,2,9,5,17,31,21,35,42,2,4,25,0,1,3,0,6,2,8,13,0,6,2,0,7,0,15,41,0,0,1,37,9,20,1,3,0,4,0,1,13,8,0,108,5,17,0,1,0,35,11,3,82,8,19,14,5,0,0,6,9,5,47,22,7,14,27,1,120,0,0,48,0,43,31,sen_rand_paul,0.0179533295007
367,9,14,24,6,36,11,29,8,0,48,16,33,5,21,30,39,2,27,6,4,12,17,1,11,5,68,10,11,9,29,12,8,0,17,0,17,5,3,23,22,12,20,13,21,6,13,12,4,7,19,27,7,30,11,1,0,17,3,61,26,4,15,17,50,3,9,2,5,19,20,10,19,15,6,11,18,12,42,0,16,28,0,19,11,month_ago,0.0179299831685
